-627.381633	516.845
962.590445	8529.9991
962.590445	8529.9991
962.590445	8529.9991
962.590445	8529.9991
962.590445	8529.9991
838.605085	8603.296
838.605085	8603.296
838.605085	8603.296
838.605085	8603.296
964.477776	8829.3029
810.611024	9007.104
810.611024	9007.104
614.542871	8970.0304
614.542871	8970.0304
1143.77755	8588.7087
1143.77755	8588.7087
894.632717	9182.9684
-51.605741	6941.3753
658.6195	9026.155
822.429222	9248.8638
1423.52283	8429.4445
1240.120359	7824.7137
1240.120359	7824.7137
-11.183826	8301.4422
-11.183826	8301.4422
1068.377795	7454.1732
820.218033	7538.8907
869.022949	7563.1665
2223.663826	8940.3287
2223.663826	8940.3287
834.846649	7362.8987
-2.33966	7656.2209
-2.33966	7656.2209
1754.55014	8002.1919
627.804834	7735.2991
627.804834	7735.2991
627.804834	7735.2991
433.030413	8038.8357
22.72537	7060.3676
22.72537	7060.3676
22.72537	7060.3676
22.72537	7060.3676
-71.379372	7147.7697
-141.736417	7204.4003
-201.870124	7884.7618
-1124.53358	8541.2114
-683.195246	8158.6768
-683.195246	8158.6768
-196.78792	7583.7524
404.291602	9676.5516
-34.105988	8550.8947
-34.105988	8550.8947
1881.726324	9577.2373
782.473275	8645.3705
-343.849179	8551.6693
226.593884	8220.809
204.596456	8191.9214
-136.14532	8992.6279
-136.14532	8992.6279
-136.14532	8992.6279
