-45.1501583333333	-17.4136111111111
-61.111499	4.603155
-47.88365	-12.616181
-50.388099	-22.605875
-50.388099	-22.605875
-48.05445	-23.595339
-48.05445	-23.595339
-45.89	-14.43
-45.89	-14.43
-42.47416667	-14.05472222
-42.509029	-14.130125
-43.959	-19.535
-43.959	-19.535
-45.463	-22.924
-47.89388889	-22.22583333
-43.679672	-19.114823
-43.679672	-19.114823
-46.733231	-13.26141
-47.521517	-14.133556
-45.89	-14.43
-48.19898	-15.678016
-48.19898	-15.678016
-52.297901	-22.540918
-52.297901	-22.540918
-38.653	-3.736
-38.653	-3.736
-46.675	-9.59
-46.675	-9.59
-46.675	-9.59
-55.75638889	-15.17638889
-55.75638889	-15.17638889
-55.05555556	-15.67833333
-56.86361111	-15.18666667
-56.86361111	-15.18666667
-35.49138889	-9.241111111
-35.49138889	-9.241111111
-35.49138889	-9.241111111
-42.183627	-5.865499
-48.175371	-8.9715
-49.95702	-9.3161111111
-47.42638889	-7.377222222
-48.403626	-12.24162
-48.403626	-12.24162
-58.759588	-12.984608
-58.759588	-12.984608
-53.764754	-16.335733
-55.30432	-11.094955
-55.30432	-11.094955
-56.779342	-9.067393
-55.921032	-13.061279
-55.921032	-13.061279
-56.6	-27.516667
-56.6	-27.516667
-56.5815	-27.539361
-55.833304	-21.126337
-55.786	-26.497
-56.688	-25.677
-56.688	-25.677
-58.44855556	-27.20158333
-58.44855556	-27.20158333
-57.35833056	-25.13982778
-57.725677	-21.71308
-57.725677	-21.71308
-57.725677	-21.71308
-51.722964	-17.885379
-57.7	-24.933
-57.7	-24.933
-61.072	-14.91
